,location,total_sqft,bath,price,bhk
593,Electronic City,1070.0,2.0,55.0,2
594,Old Airport Road,1875.0,2.0,110.0,3
595,Kundalahalli,735.0,2.0,57.99,2
596,Koramangala,1750.0,3.0,130.0,3
597,Marathahalli,1215.0,2.0,67.0,2
598,Vishwapriya Layout,820.0,2.0,30.0,2
599,Banashankari Stage VI,1757.5,2.0,59.935,2
600,Battarahalli,1779.0,3.0,89.61,3
601,other,1105.0,2.0,58.0,2
602,Whitefield,1650.0,3.0,60.0,3
603,Cox Town,1975.0,3.0,150.0,3
604,Kammasandra,674.0,2.0,33.0,2
605,Kaggadasapura,1185.0,2.0,41.0,2
606,Thanisandra,445.0,1.0,28.0,1
607,HSR Layout,1475.0,3.0,75.0,3
608,Gottigere,1618.0,3.0,82.5,3
609,Koramangala,1120.0,2.0,65.0,2
610,Marathahalli,2181.0,3.0,152.0,4
611,Vidyaranyapura,1200.0,4.0,90.0,4
612,Bannerghatta Road,1556.0,2.0,59.13,3
613,Bannerghatta Road,1179.0,2.0,66.02,2
614,Thanisandra,1296.0,2.0,83.0,2
615,Kaggadasapura,1275.0,2.0,52.0,2
616,Kathriguppe,1400.0,2.0,77.0,3
617,Gottigere,1222.0,2.0,63.0,2
618,Electronic City,940.0,2.0,41.0,2
619,Thanisandra,1185.0,2.0,42.6,2
620,Tumkur Road,1779.0,3.0,112.0,3
621,Begur Road,1615.0,3.0,59.76,3
622,JP Nagar,6624.5,2.0,453.0,4
623,Haralur Road,1056.0,2.0,61.0,2
624,7th Phase JP Nagar,1100.0,2.0,46.0,2
625,Arekere,920.0,2.0,40.0,2
626,other,1602.0,2.0,75.0,3
627,Padmanabhanagar,1176.0,2.0,62.0,2
628,Kasavanhalli,1717.0,3.0,99.0,3
629,Bhoganhalli,2119.0,4.0,111.0,4
630,Vittasandra,1246.0,2.0,67.3,2
631,Anandapura,1141.0,2.0,42.79,2
632,Hennur Road,1157.0,2.0,84.0,2
633,Yelahanka New Town,650.0,1.0,33.0,1
634,Hebbal,1349.0,2.0,98.0,2
635,Narayanapura,1566.0,3.0,83.3,3
636,Sahakara Nagar,2830.0,3.0,195.0,4
637,Electronic City,1320.0,2.0,38.13,3
638,other,1780.0,3.0,84.83,3
639,Varthur,1091.0,2.0,34.9,2
640,Rachenahalli,3670.0,4.0,300.0,4
641,7th Phase JP Nagar,918.0,2.0,50.49,2
642,Yeshwanthpur,1950.0,4.0,130.0,4
643,Panathur,1695.0,3.0,90.0,3
644,Yelahanka,1705.0,3.0,95.0,3
645,Kalyan nagar,1375.0,3.0,75.0,3
646,Kanakpura Road,525.0,1.0,30.0,1
647,Whitefield,1447.0,2.0,83.0,2
648,Thanisandra,1114.0,2.0,39.0,2
649,7th Phase JP Nagar,1450.0,2.0,100.0,3
650,Vasanthapura,1022.0,2.0,40.0,2
651,Hebbal,1000.0,2.0,45.0,2
652,Electronic City,1128.0,2.0,68.75,2
653,Kanakpura Road,1180.0,2.0,57.0,2
654,Kanakpura Road,1339.0,2.0,75.0,2
655,Yelachenahalli,1400.0,2.0,55.0,3
656,7th Phase JP Nagar,1040.0,2.0,39.52,2
657,Kadugodi,1198.0,2.0,58.0,2
658,other,1200.0,3.0,95.0,4
659,Sarjapur  Road,1691.0,3.0,113.0,3
660,Bisuvanahalli,1075.0,3.0,36.0,3
661,8th Phase JP Nagar,1240.0,3.0,43.5,3
662,Bannerghatta Road,1680.0,2.0,58.935,2
663,Mallasandra,1665.0,3.0,86.58,3
664,Marathahalli,2489.0,3.0,94.0,3
665,Brookefield,1142.0,2.0,70.0,2
666,Kothannur,1853.0,3.0,82.0,3
667,Kasturi Nagar,1567.0,2.0,92.0,2
668,Electronics City Phase 1,1175.0,2.0,51.47,2
669,Subramanyapura,1200.0,2.0,52.0,2
670,Kodichikkanahalli,995.0,2.0,41.0,2
671,Magadi Road,884.0,2.0,41.1,2
672,Yeshwanthpur,1170.0,2.0,57.0,2
673,KR Puram,1225.0,2.0,46.55,2
674,Electronic City,1342.0,2.0,73.3,2
675,Uttarahalli,1345.0,2.0,67.0,2
676,Kodigehaali,1320.0,3.0,65.0,3
677,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
678,Battarahalli,1300.0,2.0,50.0,2
679,Hosa Road,1652.0,3.0,85.0,3
680,Thigalarapalya,2072.0,4.0,142.0,3
681,Arekere,1740.0,2.0,95.0,3
682,Electronic City,1360.0,2.0,71.0,3
683,Hosur Road,1145.0,2.0,60.0,3
684,Sarjapur  Road,1278.0,2.0,95.0,2
685,Electronic City Phase II,630.0,1.0,40.0,1
686,Kanakpura Road,1100.0,3.0,58.0,3
687,other,1200.0,3.0,95.0,3
688,Hosur Road,3300.0,5.0,240.0,5
689,Gunjur,1356.0,2.0,66.0,3
690,other,823.0,2.0,28.0,2
691,TC Palaya,1200.0,2.0,66.0,3
692,Ramamurthy Nagar,1050.0,2.0,37.0,2
693,other,1180.0,2.0,69.0,2
694,Whitefield,1116.0,2.0,51.91,2
695,7th Phase JP Nagar,1070.0,2.0,42.79,2
696,Varthur,1385.0,2.0,80.0,2
697,Varthur,1000.0,1.0,70.0,1
698,Whitefield,1897.0,3.0,130.0,3
699,Magadi Road,1005.0,2.0,55.78,2
700,Green Glen Layout,1575.0,3.0,125.0,3
701,Subramanyapura,975.0,2.0,65.0,2
702,Hennur Road,1904.0,3.0,120.0,3
703,Kengeri Satellite Town,930.0,1.0,30.0,1
704,Kanakpura Road,525.0,1.0,26.0,1
705,Electronic City Phase II,2400.0,3.0,150.0,2
706,Sarjapur  Road,2238.0,3.0,140.0,3
707,Harlur,1174.0,2.0,69.0,2
708,Thubarahalli,3800.0,4.0,239.0,4
709,Whitefield,2225.0,2.0,125.0,3
710,Jigani,918.0,2.0,52.0,2
711,Mahadevpura,1250.0,2.0,52.0,2
712,Sarjapur  Road,1800.0,3.0,110.0,3
713,Marathahalli,1170.0,2.0,53.0,2
714,Bannerghatta Road,793.0,2.0,45.0,2
715,Jakkur,1710.0,3.0,107.0,3
716,Kambipura,1082.0,2.0,57.5,3
717,other,1001.0,2.0,33.03,2
718,Yelahanka,1590.0,2.0,54.0,3
719,other,2400.0,2.0,80.0,3
720,Horamavu Banaswadi,1554.0,3.0,55.0,3
721,Konanakunte,884.0,1.0,58.0,2
722,Marathahalli,1019.0,2.0,49.86,2
723,Ambedkar Nagar,1935.0,4.0,130.0,3
724,Uttarahalli,1135.0,2.0,39.73,3
725,Kasavanhalli,1799.0,3.0,90.0,3
726,Whitefield,6151.5,2.0,304.0,4
727,Kundalahalli,1047.0,2.0,82.0,2
728,other,1282.0,2.0,87.0,2
729,NGR Layout,1020.0,2.0,45.9,2
730,Whitefield,1495.0,2.0,79.5,2
731,Kasavanhalli,3260.0,4.0,240.0,4
732,other,1611.0,2.0,64.44,3
733,other,1500.0,2.0,95.0,3
734,Sahakara Nagar,1500.0,2.0,95.0,3
735,Uttarahalli,1540.0,3.0,50.0,3
736,Hosa Road,1639.0,3.0,80.0,3
737,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
738,Brookefield,1440.0,2.0,68.0,3
739,Seegehalli,901.0,2.0,35.14,2
740,Sarjapur,900.0,2.0,42.0,3
741,BEML Layout,1060.0,2.0,55.0,2
742,NGR Layout,1020.0,2.0,48.45,2
743,Varthur,1535.0,3.0,65.99,3
744,other,530.0,1.0,20.0,1
745,Haralur Road,1464.0,3.0,56.0,3
746,other,1350.0,2.0,80.0,2
747,Sarjapur  Road,1115.0,2.0,50.0,2
748,Uttarahalli,1175.0,2.0,47.0,2
749,Whitefield,1113.0,2.0,62.0,2
750,Giri Nagar,650.0,2.0,42.0,2
751,Marathahalli,1325.0,2.0,71.55,2
752,Electronics City Phase 1,950.0,2.0,31.0,2
753,Jakkur,1396.0,2.0,86.51,3
754,Rachenahalli,1050.0,2.0,52.07,2
755,Thanisandra,1825.0,3.0,100.0,3
756,7th Phase JP Nagar,1190.0,2.0,49.98,2
757,Marathahalli,1220.0,2.0,56.5,2
758,NRI Layout,1565.0,2.0,75.0,3
759,Hennur Road,1891.0,3.0,109.0,3
760,other,900.0,2.0,27.0,2
761,Hosa Road,1161.0,2.0,55.15,2
762,Yeshwanthpur,665.0,1.0,36.85,1
763,Mysore Road,1175.0,2.0,73.5,2
764,Hoodi,1425.0,2.0,80.0,2
765,ITPL,1200.0,3.0,56.12,3
766,Somasundara Palya,1255.0,2.0,67.0,2
767,Hegde Nagar,2112.95,4.0,145.0,3
768,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
769,Haralur Road,1810.0,3.0,100.0,3
770,Indira Nagar,1200.0,2.0,93.0,2
771,Harlur,1033.0,2.0,49.0,2
772,ITPL,1548.0,3.0,89.5,3
773,Horamavu Banaswadi,1611.0,3.0,66.0,3
774,Electronic City Phase II,1400.0,2.0,40.43,3
775,Vidyaranyapura,1485.0,2.0,67.0,3
776,Margondanahalli,2400.0,2.0,82.0,2
777,Pattandur Agrahara,1025.0,2.0,44.5,2
778,other,1225.0,2.0,53.0,2
779,5th Phase JP Nagar,1256.0,2.0,62.8,2
780,Whitefield,2268.0,3.0,163.0,4
781,Kanakpura Road,1100.0,3.0,53.0,3
782,other,1141.0,2.0,62.0,2
783,Attibele,400.0,1.0,12.0,1
784,Chandapura,1400.0,2.0,60.0,2
785,other,1175.0,2.0,48.27,2
786,Sahakara Nagar,1100.0,2.0,56.0,2
787,Kanakpura Road,1843.0,3.0,95.84,3
788,Horamavu Banaswadi,1460.0,2.0,80.5,2
789,Rachenahalli,1530.0,2.0,74.5,3
790,HSR Layout,1467.0,2.0,55.0,2
791,other,950.0,1.0,40.0,1
792,Vittasandra,1246.0,2.0,64.5,2
793,Kanakapura,711.0,1.0,38.0,1
794,Haralur Road,1194.0,2.0,46.0,2
795,Babusapalaya,1358.0,2.0,43.4,3
796,Hoodi,1420.0,2.0,75.0,2
797,Kathriguppe,1250.0,2.0,68.75,3
798,Akshaya Nagar,1280.0,2.0,58.0,2
799,other,1209.0,2.0,50.0,2
800,other,4200.0,5.0,225.0,5
801,Panathur,1315.0,2.0,54.8,3
802,other,1800.0,3.0,90.0,3
803,other,1600.0,4.0,125.0,5
804,TC Palaya,1600.0,2.0,65.0,3
805,other,1563.0,3.0,52.0,3
806,Whitefield,1560.0,2.0,72.0,3
807,Brookefield,2169.0,4.0,115.0,3
808,Rachenahalli,1050.0,2.0,55.5,2
809,Iblur Village,3235.0,3.0,235.0,3
810,TC Palaya,1200.0,3.0,66.0,3
811,HSR Layout,1140.0,2.0,46.0,2
812,Horamavu Agara,1560.0,3.0,75.0,3
813,JP Nagar,1100.0,2.0,70.0,2
814,Kasavanhalli,1260.0,2.0,40.32,3
815,Hebbal,1036.0,2.0,50.0,2
816,Akshaya Nagar,1662.0,3.0,85.1,3
817,Yelachenahalli,1464.0,2.0,105.0,3
818,Yelahanka,1234.0,2.0,80.0,2
819,Sarjapur  Road,1403.0,3.0,55.0,3
820,Seegehalli,1150.0,2.0,42.9,3
821,Kanakapura,929.0,2.0,46.0,2
822,TC Palaya,1350.0,2.0,75.0,3
823,Vasanthapura,1135.0,2.0,39.73,2
824,other,1405.0,2.0,70.0,2
825,Whitefield,1200.0,2.0,45.84,2
826,Haralur Road,2805.0,4.0,154.0,4
827,Yeshwanthpur,1161.0,2.0,64.08,2
828,Kanakpura Road,1290.0,2.0,74.0,2
829,Yeshwanthpur,2557.0,3.0,141.0,3
830,other,1480.0,3.0,90.0,3
831,Old Madras Road,1350.0,3.0,54.54,3
832,Kadugodi,1580.0,2.0,65.0,3
833,Banashankari,1470.0,2.0,88.64,3
834,Sarjapur  Road,1346.0,2.0,61.92,2
835,other,1600.0,3.0,90.0,3
836,other,1200.0,2.0,35.0,2
837,Channasandra,1340.0,2.0,48.33,3
838,Jigani,918.0,2.0,48.0,2
839,other,1500.0,3.0,115.0,3
840,Yelahanka,1315.0,2.0,85.0,2
841,Uttarahalli,1390.0,2.0,62.55,3
842,Uttarahalli,1330.0,2.0,56.0,3
843,other,1824.0,3.0,125.0,3
844,7th Phase JP Nagar,1420.0,2.0,96.0,3
845,other,750.0,1.0,56.25,1
846,Jalahalli East,1260.0,2.0,60.0,3
847,Hennur Road,1561.0,3.0,95.0,3
848,other,1060.0,2.0,42.0,2
849,Haralur Road,1225.0,2.0,67.38,2
850,Thanisandra,2144.0,3.0,135.0,3
851,Electronic City,880.0,2.0,29.0,2
852,Hoodi,1639.0,3.0,110.0,3
853,Thanisandra,1240.0,2.0,62.0,3
854,Kanakpura Road,1500.0,2.0,69.0,2
855,Haralur Road,1243.0,2.0,46.0,2
856,Marathahalli,1575.0,3.0,78.0,3
857,Haralur Road,1027.0,2.0,44.0,2
858,Kambipura,1082.0,2.0,56.0,3
859,Konanakunte,1637.0,3.0,73.0,3
860,Kanakpura Road,1665.0,3.0,86.58,3
861,Electronic City,1265.0,2.0,56.93,2
862,Electronic City,1691.0,2.0,102.0,3
863,Thanisandra,1100.0,2.0,38.0,2
864,other,1500.0,3.0,62.0,3
865,Choodasandra,1115.0,2.0,50.0,2
866,Mysore Road,1070.0,2.0,45.0,2
867,Budigere,1162.0,2.0,57.0,2
868,other,1339.0,2.0,55.0,2
869,Mahadevpura,1192.0,2.0,75.0,2
870,Haralur Road,1920.0,3.0,115.0,3
871,Hennur,1255.0,2.0,52.32,2
872,other,1600.0,3.0,75.0,3
873,other,1225.0,2.0,55.11,2
874,Kasturi Nagar,1570.0,3.0,80.0,3
875,Thanisandra,1093.0,2.0,70.0,2
876,Basaveshwara Nagar,1865.0,3.0,145.0,3
877,Kaikondrahalli,1039.0,2.0,80.0,2
878,Vittasandra,1246.0,2.0,64.5,2
879,Whitefield,1985.0,3.0,75.0,3
880,Hosakerehalli,1590.0,3.0,49.0,3
881,Electronic City Phase II,775.0,2.0,38.0,2
882,other,1000.0,2.0,50.0,2
883,Bommasandra,1035.0,2.0,41.0,2
884,Dasarahalli,1520.0,2.0,75.0,3
885,Whitefield,1360.0,2.0,95.0,2
886,other,6000.0,5.0,400.0,4
887,Kodigehaali,1117.0,2.0,56.0,2
888,EPIP Zone,1330.0,2.0,92.5,2
889,Electronic City,1128.0,2.0,65.49,2
890,Neeladri Nagar,1053.0,2.0,45.0,2
891,Panathur,1198.0,2.0,77.0,2
892,Marathahalli,1152.0,2.0,56.0,2
893,Frazer Town,1625.0,2.0,75.0,2
894,Kundalahalli,1397.0,3.0,105.0,3
895,Kambipura,883.0,2.0,45.0,2
896,Kaggalipura,700.0,1.0,38.0,1
897,Yelahanka,1170.0,2.0,62.5,2
898,Kanakpura Road,1200.0,2.0,42.0,3
899,other,2400.0,3.0,170.0,3
900,other,1480.0,2.0,65.0,2
901,Akshaya Nagar,1897.0,3.0,120.0,3
902,Rachenahalli,996.0,2.0,67.0,2
903,Haralur Road,1875.0,3.0,110.0,3
904,other,1500.0,2.0,98.0,3
905,Yelahanka,2172.5,3.0,65.255,3
906,Yelahanka,697.0,1.0,45.0,1
907,Sarjapur  Road,710.0,1.0,27.0,1
908,other,910.0,2.0,30.5,2
909,Sompura,1025.0,2.0,48.0,3
910,Magadi Road,1442.0,2.0,46.5,2
911,Horamavu Agara,1453.0,2.0,46.48,3
912,Bellandur,1281.0,2.0,74.0,2
913,Cooke Town,565.0,1.0,35.0,1
914,Varthur,1024.0,2.0,42.0,2
915,Electronic City,1620.0,3.0,62.0,3
916,Whitefield,1254.0,2.0,40.0,2
917,Banashankari,1300.0,2.0,75.0,3
918,Doddakallasandra,1233.0,2.0,43.0,2
919,Hosur Road,1510.0,2.0,105.0,3
920,Kaggalipura,950.0,2.0,65.0,2
921,Battarahalli,1945.0,3.0,97.42,3
922,Uttarahalli,1008.0,2.0,45.0,2
923,Thanisandra,1265.0,2.0,79.0,3
924,Hebbal,1255.0,2.0,77.68,3
925,Yelenahalli,1200.0,2.0,46.17,2
926,Sarjapur  Road,1403.0,3.0,51.63,3
927,Kudlu Gate,1535.0,3.0,85.0,3
928,other,1500.0,3.0,100.0,3
929,Chamrajpet,1475.0,2.0,120.0,3
930,Uttarahalli,1390.0,2.0,60.47,3
931,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
932,other,1133.0,2.0,55.0,2
933,other,2900.0,5.0,90.0,5
934,Kogilu,1170.0,2.0,51.99,2
935,Whitefield,1697.0,3.0,94.79,3
936,Thanisandra,1651.0,3.0,97.38,3
937,Hennur Road,1192.0,2.0,60.0,3
938,OMBR Layout,1078.0,2.0,65.0,2
939,Kasavanhalli,1349.0,2.0,78.0,2
940,7th Phase JP Nagar,1680.0,3.0,120.0,3
941,Rayasandra,1314.0,2.0,63.0,3
942,Garudachar Palya,1060.0,2.0,48.7,2
943,Kalyan nagar,820.0,2.0,39.0,2
944,Whitefield,5000.0,4.0,400.0,4
945,BEML Layout,2000.0,3.0,85.0,3
946,other,856.0,2.0,40.0,2
947,Rajaji Nagar,1621.0,4.0,130.0,3
948,ITPL,1200.0,3.0,68.4,3
949,Bannerghatta Road,1484.0,3.0,52.5,3
950,other,14000.0,3.0,800.0,4
951,Yelahanka New Town,500.0,1.0,20.0,1
952,other,485.0,1.0,15.0,1
953,7th Phase JP Nagar,1050.0,2.0,42.0,2
954,Uttarahalli,1617.0,3.0,66.68,3
955,other,1384.0,3.0,62.28,3
956,Devanahalli,1408.0,2.0,85.0,2
957,Uttarahalli,1150.0,2.0,49.0,2
958,Akshaya Nagar,1410.0,2.0,75.0,3
959,Kaggadasapura,2150.0,4.0,100.0,4
960,other,1508.0,3.0,70.25,3
961,Ramamurthy Nagar,1040.0,2.0,50.0,2
962,TC Palaya,1240.0,2.0,60.0,2
963,Kudlu Gate,1535.0,3.0,78.0,3
964,Lakshminarayana Pura,1180.0,2.0,75.0,2
965,Abbigere,2200.0,6.0,68.0,6
966,Bannerghatta Road,1400.0,2.0,78.0,2
967,Raja Rajeshwari Nagar,500.0,1.0,25.0,1
968,Sarjapur  Road,1984.0,4.0,146.0,3
969,Garudachar Palya,1960.0,3.0,160.0,3
970,Sarjapur  Road,1035.0,2.0,45.0,2
971,other,2150.0,4.0,80.0,4
972,Whitefield,1700.0,3.0,115.0,3
973,Hosakerehalli,3024.0,5.0,248.0,4
974,Tumkur Road,1586.0,3.0,100.0,3
975,Hennur,2264.0,2.0,155.0,3
976,Chikka Tirupathi,2325.0,4.0,120.0,4
977,Yelahanka,1120.0,2.0,55.0,2
978,Yelahanka,2382.0,2.0,67.98,3
979,Sarjapur  Road,1128.0,2.0,59.0,2
980,Jigani,924.0,2.0,65.0,2
981,other,1600.0,3.0,52.0,3
982,Pai Layout,1006.0,2.0,35.0,2
983,Amruthahalli,1200.0,2.0,55.0,2
984,other,1250.0,2.0,62.0,2
985,Kannamangala,957.0,2.0,56.0,2
986,Whitefield,1140.0,2.0,41.0,2
987,other,1050.0,2.0,67.0,2
988,Kasturi Nagar,1565.0,3.0,88.5,3
989,Whitefield,1190.0,2.0,57.0,2
990,Whitefield,2842.0,3.0,162.0,3
991,Kanakpura Road,1558.67,2.0,65.0,3
992,Electronics City Phase 1,630.0,1.0,39.0,1
993,Whitefield,1403.0,2.0,60.81,3
994,Kanakpura Road,1542.0,2.0,85.0,3
995,Haralur Road,2750.0,4.0,220.0,4
996,Iblur Village,3596.0,5.0,290.0,4
997,Kengeri Satellite Town,1635.0,2.0,78.0,3
998,Mysore Road,1239.0,2.0,53.0,2
999,Haralur Road,1194.0,2.0,47.0,2
1000,other,1596.0,3.0,105.0,3
1001,Channasandra,1009.0,2.0,38.34,2
1002,Hosa Road,1726.0,3.0,81.99,3
1003,Kudlu Gate,1535.0,3.0,86.0,3
1004,Banashankari Stage V,1300.0,2.0,58.5,3
1005,other,1800.0,3.0,80.0,3
1006,Binny Pete,665.0,1.0,50.75,1
1007,TC Palaya,1500.0,2.0,100.0,3
1008,other,925.0,2.0,48.0,2
1009,Old Airport Road,3356.0,4.0,251.0,4
1010,other,1395.0,2.0,63.59,2
1011,Sonnenahalli,1415.0,2.0,55.0,3
1012,Begur,1419.0,2.0,59.0,3
1013,Kasavanhalli,1121.0,2.0,78.0,2
1014,Kambipura,1082.0,2.0,45.0,3
1015,KR Puram,1100.0,2.0,47.0,2
1016,Hoodi,1606.0,3.0,89.55,3
1017,Billekahalli,1650.0,3.0,88.0,3
1018,Old Airport Road,1206.0,2.0,75.0,2
1019,Sarjapur  Road,1495.0,2.0,64.0,3
1020,Balagere,1210.0,2.0,72.0,2
1021,Nagarbhavi,1523.0,2.0,53.4,3
1022,Whitefield,1232.0,2.0,45.0,2
1023,Rachenahalli,680.0,1.0,44.0,1
1024,Hebbal,1355.0,3.0,83.87,3
1025,Thanisandra,1430.0,2.0,51.46,3
1026,Kothannur,1275.0,2.0,43.85,3
1027,Electronic City,1070.0,2.0,56.1,2
1028,other,1200.0,3.0,85.0,3
1029,Electronic City,2000.0,4.0,120.0,4
1030,Bommanahalli,1200.0,2.0,40.0,2
1031,Marathahalli,1610.0,3.0,90.0,3
1032,Haralur Road,1140.0,2.0,43.0,2
1033,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
1034,Rachenahalli,1530.0,2.0,74.4,3
1035,7th Phase JP Nagar,980.0,2.0,69.0,2
1036,Whitefield,1485.0,3.0,65.0,3
1037,Whitefield,1280.0,2.0,75.0,2
1038,Thanisandra,1265.0,2.0,85.0,2
1039,other,1132.0,2.0,67.0,2
1040,other,1262.0,2.0,63.0,2
1041,JP Nagar,940.0,2.0,49.0,2
1042,other,1515.0,3.0,88.0,3
1043,Kothanur,1840.0,3.0,69.0,3
1044,Electronic City,890.0,2.0,45.0,2
1045,other,1655.0,3.0,86.06,3
1046,Hennur Road,2060.0,3.0,149.0,3
1047,Bommanahalli,1730.0,3.0,96.0,3
1048,Yelahanka,2195.0,4.0,127.0,3
1049,Kathriguppe,1650.0,3.0,125.0,3
1050,KR Puram,1200.0,2.0,71.0,2
1051,Hosa Road,1079.0,2.0,32.37,2
1052,Panathur,1085.0,2.0,36.0,2
1053,Yelahanka,1075.0,2.0,51.5,2
1054,other,1380.0,2.0,80.0,2
1055,other,1450.0,3.0,65.0,3
1056,Thubarahalli,1200.0,2.0,78.0,2
1057,Hoodi,1639.0,3.0,98.32,3
1058,other,1200.0,2.0,54.0,2
1059,Vijayanagar,1739.0,3.0,116.0,3
1060,Old Madras Road,935.0,2.0,32.72,2
1061,Thanisandra,510.0,1.0,25.25,1
1062,other,1178.0,2.0,47.0,2
1063,Chikkalasandra,1375.0,2.0,50.0,3
1064,Chandapura,1065.0,2.0,33.0,3
1065,2nd Phase Judicial Layout,1450.0,2.0,50.75,3
1066,BEML Layout,999.0,2.0,45.0,2
1067,Kothannur,1100.0,2.0,40.0,2
1068,Hoodi,2090.0,4.0,95.1,4
1069,Lingadheeranahalli,1519.0,3.0,93.0,3
1070,Dommasandra,1267.0,3.0,56.0,3
1071,Sanjay nagar,1150.0,2.0,72.2,2
1072,Marathahalli,1146.0,2.0,70.0,2
1073,Kannamangala,1550.0,3.0,65.0,3
1074,Electronics City Phase 1,785.0,1.0,55.0,1
1075,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
1076,Bellandur,921.0,2.0,40.0,2
1077,Bannerghatta Road,2700.0,5.0,158.0,5
1078,Sarjapur  Road,1700.0,3.0,110.0,3
1079,Sarjapur,1020.0,2.0,35.0,2
1080,Billekahalli,1090.0,2.0,52.0,2
1081,Haralur Road,1027.0,2.0,44.0,2
1082,Thanisandra,1185.0,2.0,42.1,2
1083,Doddathoguru,850.0,2.0,25.0,2
1084,Harlur,1197.0,2.0,84.0,2
1085,Poorna Pragna Layout,920.0,2.0,39.55,2
1086,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2
1087,Yeshwanthpur,1850.0,3.0,100.0,3
1088,Judicial Layout,1300.0,3.0,64.0,3
1089,other,1595.0,3.0,76.0,3
1090,Horamavu Agara,755.0,2.0,37.49,2
1091,Nagasandra,4050.0,5.0,140.0,5
1092,Kanakpura Road,1300.0,2.0,69.0,3
1093,Bannerghatta Road,1215.0,2.0,50.0,2
1094,Kanakpura Road,900.0,2.0,46.0,2
1095,Banashankari Stage III,1145.0,2.0,58.4,2
1096,other,1093.0,2.0,65.0,2
1097,Babusapalaya,1213.0,2.0,41.39,3
1098,Bannerghatta Road,1654.0,3.0,100.0,3
1099,NGR Layout,1105.0,2.0,52.48,2
1100,Babusapalaya,1611.0,2.0,66.0,3
1101,other,1367.0,2.0,62.0,2
1102,Devanahalli,1010.0,2.0,51.0,2
1103,other,1535.0,3.0,95.0,3
1104,Anekal,620.0,2.0,22.0,2
1105,Horamavu Agara,982.0,2.0,47.65,2
1106,Whitefield,1330.0,2.0,71.0,2
1107,JP Nagar,2500.0,3.0,135.0,3
1108,Poorna Pragna Layout,1475.0,2.0,58.99,3
1109,Bhoganhalli,1410.0,3.0,65.0,3
1110,Yelahanka New Town,440.0,1.0,16.5,1
1111,Yelahanka,1614.0,3.0,95.0,3
1112,Neeladri Nagar,1363.0,2.0,68.0,2
1113,Kogilu,650.0,2.0,28.0,2
1114,other,1015.0,2.0,45.0,2
1115,Horamavu Banaswadi,1156.0,2.0,46.0,2
1116,other,1100.0,2.0,62.7,2
1117,KR Puram,1455.0,3.0,46.0,3
1118,other,930.0,2.0,45.0,2
1119,other,1650.0,2.0,80.0,3
1120,KR Puram,1200.0,2.0,90.0,2
1121,Karuna Nagar,2900.0,3.0,135.0,4
1122,Kadugodi,1890.0,4.0,127.0,3
1123,other,1240.0,2.0,46.0,3
1124,HRBR Layout,1440.0,2.0,98.0,2
1125,Kodichikkanahalli,650.0,1.0,38.0,1
1126,Budigere,764.0,1.0,32.0,1
1127,Raja Rajeshwari Nagar,1693.0,3.0,57.39,3
1128,Hoodi,1445.0,3.0,65.0,3
1129,Kanakpura Road,900.0,1.0,45.0,2
1130,Singasandra,1030.0,2.0,55.0,2
1131,Yelahanka,1381.0,2.0,52.48,3
1132,other,1100.0,2.0,60.0,2
1133,Hoodi,1575.0,3.0,66.39,3
1134,Thigalarapalya,1200.0,2.0,65.0,2
1135,Begur Road,1200.0,2.0,43.2,2
1136,Kasturi Nagar,1080.0,2.0,80.0,2
1137,Akshaya Nagar,1360.0,2.0,85.0,3
1138,Jakkur,1865.0,3.0,124.0,3
1139,Sarjapur  Road,1157.0,2.0,75.0,3
1140,Kammasandra,674.0,2.0,29.0,2
1141,Whitefield,1405.0,2.0,78.0,3
1142,Begur Road,1160.0,2.0,44.08,2
1143,Hebbal,1790.0,3.0,127.0,3
1144,Electronic City,1128.0,2.0,65.65,2
1145,Panathur,1180.0,2.0,70.0,2
1146,other,1450.0,2.0,85.0,3
1147,Kengeri,340.0,1.0,10.0,1
1148,Rachenahalli,1050.0,2.0,53.5,2
1149,Varthur,1125.0,2.0,40.0,2
1150,Vittasandra,1246.0,2.0,68.0,2
1151,HSR Layout,1372.0,2.0,61.0,2
1152,Uttarahalli,1330.0,2.0,56.0,3
1153,Dasarahalli,1300.0,2.0,55.0,2
1154,Channasandra,1065.0,2.0,35.0,2
1155,other,700.0,2.0,27.0,2
1156,Hebbal,960.995,2.0,42.72,2
1157,other,1050.0,2.0,45.0,2
1158,other,1250.0,3.0,39.5,3
1159,Electronic City,865.0,2.0,42.0,2
1160,Uttarahalli,1200.0,2.0,44.0,2
1161,other,1756.0,3.0,100.0,3
1162,Yelahanka,628.0,1.0,24.0,1
1163,5th Phase JP Nagar,1207.0,2.0,63.0,2
1164,Kalena Agrahara,1765.0,3.0,125.0,3
1165,Electronic City,1130.0,2.0,32.64,2
1166,other,1532.0,3.0,92.0,3
1167,other,1650.0,3.0,110.0,3
1168,Doddathoguru,1200.0,2.0,75.0,2
1169,Kengeri,1197.0,2.0,50.0,2
1170,other,1200.0,2.0,66.0,2
