,location,total_sqft,bath,price,bhk,encoded_loc
546,JP Nagar,7800.0,2.0,548.5,5,113
547,Kothanur,1580.0,3.0,76.0,3,150
548,Hennur Road,2264.0,3.0,159.0,3,99
549,Kammasandra,810.0,2.0,24.5,2,129
550,other,1045.0,2.0,45.0,2,240
551,Hebbal,1337.0,2.0,82.0,2,95
552,Begur Road,1500.0,2.0,54.0,3,42
553,Whitefield,1640.0,4.0,91.0,3,234
554,other,1570.0,3.0,62.0,3,240
555,Gubbalala,1470.0,2.0,82.0,3,87
556,Kengeri,1160.0,2.0,40.61,2,139
557,7th Phase JP Nagar,1050.0,2.0,71.0,2,7
558,Bannerghatta Road,1460.0,2.0,90.0,3,37
559,Hulimavu,1823.0,3.0,100.0,3,108
560,Electronic City,1094.0,2.0,42.0,2,77
561,Budigere,1153.0,2.0,57.0,2,55
562,other,1325.0,3.0,57.0,3,240
563,Parappana Agrahara,1200.0,3.0,85.0,4,187
564,Jakkur,1590.0,2.0,125.0,3,114
565,other,1202.0,2.0,48.0,2,240
566,Haralur Road,1202.0,2.0,53.0,2,93
567,other,1200.0,2.0,62.5,2,240
568,Panathur,1688.0,3.0,118.0,3,186
569,Kaval Byrasandra,1020.0,2.0,52.0,2,137
570,Sarjapur,1185.0,2.0,47.0,2,202
571,Ramagondanahalli,1235.0,2.0,52.04,2,196
572,Banashankari,1077.0,2.0,37.64,2,29
573,Kengeri Satellite Town,1415.0,2.0,66.0,3,140
574,EPIP Zone,2330.0,3.0,162.0,3,76
575,Whitefield,805.0,2.0,35.0,2,234
576,other,425.0,1.0,20.03,1,240
577,Whitefield,1155.0,2.0,59.95,2,234
578,Anekal,656.0,2.0,22.0,2,18
579,other,1100.0,2.0,48.0,2,240
580,Mahadevpura,1150.0,2.0,52.0,2,160
581,Whitefield,2280.0,4.0,126.0,3,234
582,Hegde Nagar,1341.0,2.0,97.0,2,97
583,Jakkur,1279.0,2.0,77.0,2,114
584,Electronic City Phase II,2225.0,4.0,98.88,4,78
585,Thanisandra,1185.0,2.0,43.51,2,218
586,other,1750.0,3.0,85.0,3,240
587,Kudlu,1152.0,2.0,53.5,2,151
588,Varthur Road,2760.0,4.0,155.0,4,227
589,5th Phase JP Nagar,1070.0,2.0,39.0,2,5
590,Uttarahalli,1101.0,2.0,45.0,2,225
591,other,775.0,2.0,55.0,2,240
592,Yeshwanthpur,667.0,1.0,36.85,1,239
593,Electronic City,1070.0,2.0,55.0,2,77
594,Old Airport Road,1875.0,2.0,110.0,3,182
595,Kundalahalli,735.0,2.0,57.99,2,154
596,Koramangala,1750.0,3.0,130.0,3,148
597,Marathahalli,1215.0,2.0,67.0,2,165
598,Vishwapriya Layout,820.0,2.0,30.0,2,232
599,Banashankari Stage VI,1757.5,2.0,59.935,2,33
600,Battarahalli,1779.0,3.0,89.61,3,40
601,other,1105.0,2.0,58.0,2,240
602,Whitefield,1650.0,3.0,60.0,3,234
603,Cox Town,1975.0,3.0,150.0,3,65
604,Kammasandra,674.0,2.0,33.0,2,129
605,Kaggadasapura,1185.0,2.0,41.0,2,122
606,Thanisandra,445.0,1.0,28.0,1,218
607,HSR Layout,1475.0,3.0,75.0,3,92
608,Gottigere,1618.0,3.0,82.5,3,85
609,Koramangala,1120.0,2.0,65.0,2,148
610,Marathahalli,2181.0,3.0,152.0,4,165
611,Vidyaranyapura,1200.0,4.0,90.0,4,229
612,Bannerghatta Road,1556.0,2.0,59.13,3,37
613,Bannerghatta Road,1179.0,2.0,66.02,2,37
614,Thanisandra,1296.0,2.0,83.0,2,218
615,Kaggadasapura,1275.0,2.0,52.0,2,122
616,Kathriguppe,1400.0,2.0,77.0,3,136
617,Gottigere,1222.0,2.0,63.0,2,85
618,Electronic City,940.0,2.0,41.0,2,77
619,Thanisandra,1185.0,2.0,42.6,2,218
620,Tumkur Road,1779.0,3.0,112.0,3,223
621,Begur Road,1615.0,3.0,59.76,3,42
622,JP Nagar,6624.5,2.0,453.0,4,113
623,Haralur Road,1056.0,2.0,61.0,2,93
624,7th Phase JP Nagar,1100.0,2.0,46.0,2,7
625,Arekere,920.0,2.0,40.0,2,21
626,other,1602.0,2.0,75.0,3,240
627,Padmanabhanagar,1176.0,2.0,62.0,2,184
628,Kasavanhalli,1717.0,3.0,99.0,3,134
629,Bhoganhalli,2119.0,4.0,111.0,4,46
630,Vittasandra,1246.0,2.0,67.3,2,233
631,Anandapura,1141.0,2.0,42.79,2,16
632,Hennur Road,1157.0,2.0,84.0,2,99
633,Yelahanka New Town,650.0,1.0,33.0,1,237
634,Hebbal,1349.0,2.0,98.0,2,95
635,Narayanapura,1566.0,3.0,83.3,3,178
636,Sahakara Nagar,2830.0,3.0,195.0,4,199
637,Electronic City,1320.0,2.0,38.13,3,77
638,other,1780.0,3.0,84.83,3,240
639,Varthur,1091.0,2.0,34.9,2,226
640,Rachenahalli,3670.0,4.0,300.0,4,192
641,7th Phase JP Nagar,918.0,2.0,50.49,2,7
642,Yeshwanthpur,1950.0,4.0,130.0,4,239
643,Panathur,1695.0,3.0,90.0,3,186
644,Yelahanka,1705.0,3.0,95.0,3,236
645,Kalyan nagar,1375.0,3.0,75.0,3,126
646,Kanakpura Road,525.0,1.0,30.0,1,131
647,Whitefield,1447.0,2.0,83.0,2,234
648,Thanisandra,1114.0,2.0,39.0,2,218
649,7th Phase JP Nagar,1450.0,2.0,100.0,3,7
650,Vasanthapura,1022.0,2.0,40.0,2,228
651,Hebbal,1000.0,2.0,45.0,2,95
652,Electronic City,1128.0,2.0,68.75,2,77
653,Kanakpura Road,1180.0,2.0,57.0,2,131
654,Kanakpura Road,1339.0,2.0,75.0,2,131
655,Yelachenahalli,1400.0,2.0,55.0,3,235
656,7th Phase JP Nagar,1040.0,2.0,39.52,2,7
657,Kadugodi,1198.0,2.0,58.0,2,121
658,other,1200.0,3.0,95.0,4,240
659,Sarjapur  Road,1691.0,3.0,113.0,3,203
660,Bisuvanahalli,1075.0,3.0,36.0,3,49
661,8th Phase JP Nagar,1240.0,3.0,43.5,3,8
662,Bannerghatta Road,1680.0,2.0,58.935,2,37
663,Mallasandra,1665.0,3.0,86.58,3,162
664,Marathahalli,2489.0,3.0,94.0,3,165
665,Brookefield,1142.0,2.0,70.0,2,54
666,Kothannur,1853.0,3.0,82.0,3,149
667,Kasturi Nagar,1567.0,2.0,92.0,2,135
668,Electronics City Phase 1,1175.0,2.0,51.47,2,79
669,Subramanyapura,1200.0,2.0,52.0,2,214
670,Kodichikkanahalli,995.0,2.0,41.0,2,142
671,Magadi Road,884.0,2.0,41.1,2,159
672,Yeshwanthpur,1170.0,2.0,57.0,2,239
673,KR Puram,1225.0,2.0,46.55,2,119
674,Electronic City,1342.0,2.0,73.3,2,77
675,Uttarahalli,1345.0,2.0,67.0,2,225
676,Kodigehaali,1320.0,3.0,65.0,3,143
677,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2,193
678,Battarahalli,1300.0,2.0,50.0,2,40
679,Hosa Road,1652.0,3.0,85.0,3,104
680,Thigalarapalya,2072.0,4.0,142.0,3,219
681,Arekere,1740.0,2.0,95.0,3,21
682,Electronic City,1360.0,2.0,71.0,3,77
683,Hosur Road,1145.0,2.0,60.0,3,107
684,Sarjapur  Road,1278.0,2.0,95.0,2,203
685,Electronic City Phase II,630.0,1.0,40.0,1,78
686,Kanakpura Road,1100.0,3.0,58.0,3,131
687,other,1200.0,3.0,95.0,3,240
688,Hosur Road,3300.0,5.0,240.0,5,107
689,Gunjur,1356.0,2.0,66.0,3,88
690,other,823.0,2.0,28.0,2,240
691,TC Palaya,1200.0,2.0,66.0,3,216
692,Ramamurthy Nagar,1050.0,2.0,37.0,2,197
693,other,1180.0,2.0,69.0,2,240
694,Whitefield,1116.0,2.0,51.91,2,234
695,7th Phase JP Nagar,1070.0,2.0,42.79,2,7
696,Varthur,1385.0,2.0,80.0,2,226
697,Varthur,1000.0,1.0,70.0,1,226
698,Whitefield,1897.0,3.0,130.0,3,234
699,Magadi Road,1005.0,2.0,55.78,2,159
700,Green Glen Layout,1575.0,3.0,125.0,3,86
701,Subramanyapura,975.0,2.0,65.0,2,214
702,Hennur Road,1904.0,3.0,120.0,3,99
703,Kengeri Satellite Town,930.0,1.0,30.0,1,140
704,Kanakpura Road,525.0,1.0,26.0,1,131
705,Electronic City Phase II,2400.0,3.0,150.0,2,78
706,Sarjapur  Road,2238.0,3.0,140.0,3,203
707,Harlur,1174.0,2.0,69.0,2,94
708,Thubarahalli,3800.0,4.0,239.0,4,220
709,Whitefield,2225.0,2.0,125.0,3,234
710,Jigani,918.0,2.0,52.0,2,117
711,Mahadevpura,1250.0,2.0,52.0,2,160
712,Sarjapur  Road,1800.0,3.0,110.0,3,203
713,Marathahalli,1170.0,2.0,53.0,2,165
714,Bannerghatta Road,793.0,2.0,45.0,2,37
715,Jakkur,1710.0,3.0,107.0,3,114
716,Kambipura,1082.0,2.0,57.5,3,127
717,other,1001.0,2.0,33.03,2,240
718,Yelahanka,1590.0,2.0,54.0,3,236
719,other,2400.0,2.0,80.0,3,240
720,Horamavu Banaswadi,1554.0,3.0,55.0,3,102
721,Konanakunte,884.0,1.0,58.0,2,147
722,Marathahalli,1019.0,2.0,49.86,2,165
723,Ambedkar Nagar,1935.0,4.0,130.0,3,14
724,Uttarahalli,1135.0,2.0,39.73,3,225
725,Kasavanhalli,1799.0,3.0,90.0,3,134
726,Whitefield,6151.5,2.0,304.0,4,234
727,Kundalahalli,1047.0,2.0,82.0,2,154
728,other,1282.0,2.0,87.0,2,240
729,NGR Layout,1020.0,2.0,45.9,2,172
730,Whitefield,1495.0,2.0,79.5,2,234
731,Kasavanhalli,3260.0,4.0,240.0,4,134
732,other,1611.0,2.0,64.44,3,240
733,other,1500.0,2.0,95.0,3,240
734,Sahakara Nagar,1500.0,2.0,95.0,3,199
735,Uttarahalli,1540.0,3.0,50.0,3,225
736,Hosa Road,1639.0,3.0,80.0,3,104
737,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2,193
738,Brookefield,1440.0,2.0,68.0,3,54
739,Seegehalli,901.0,2.0,35.14,2,207
740,Sarjapur,900.0,2.0,42.0,3,202
741,BEML Layout,1060.0,2.0,55.0,2,23
742,NGR Layout,1020.0,2.0,48.45,2,172
743,Varthur,1535.0,3.0,65.99,3,226
744,other,530.0,1.0,20.0,1,240
745,Haralur Road,1464.0,3.0,56.0,3,93
746,other,1350.0,2.0,80.0,2,240
747,Sarjapur  Road,1115.0,2.0,50.0,2,203
748,Uttarahalli,1175.0,2.0,47.0,2,225
749,Whitefield,1113.0,2.0,62.0,2,234
750,Giri Nagar,650.0,2.0,42.0,2,83
751,Marathahalli,1325.0,2.0,71.55,2,165
752,Electronics City Phase 1,950.0,2.0,31.0,2,79
753,Jakkur,1396.0,2.0,86.51,3,114
754,Rachenahalli,1050.0,2.0,52.07,2,192
755,Thanisandra,1825.0,3.0,100.0,3,218
756,7th Phase JP Nagar,1190.0,2.0,49.98,2,7
757,Marathahalli,1220.0,2.0,56.5,2,165
758,NRI Layout,1565.0,2.0,75.0,3,173
759,Hennur Road,1891.0,3.0,109.0,3,99
760,other,900.0,2.0,27.0,2,240
761,Hosa Road,1161.0,2.0,55.15,2,104
762,Yeshwanthpur,665.0,1.0,36.85,1,239
763,Mysore Road,1175.0,2.0,73.5,2,171
764,Hoodi,1425.0,2.0,80.0,2,100
765,ITPL,1200.0,3.0,56.12,3,110
766,Somasundara Palya,1255.0,2.0,67.0,2,211
767,Hegde Nagar,2112.95,4.0,145.0,3,97
768,Raja Rajeshwari Nagar,600.0,1.0,22.0,1,193
769,Haralur Road,1810.0,3.0,100.0,3,93
770,Indira Nagar,1200.0,2.0,93.0,2,112
771,Harlur,1033.0,2.0,49.0,2,94
772,ITPL,1548.0,3.0,89.5,3,110
773,Horamavu Banaswadi,1611.0,3.0,66.0,3,102
774,Electronic City Phase II,1400.0,2.0,40.43,3,78
775,Vidyaranyapura,1485.0,2.0,67.0,3,229
776,Margondanahalli,2400.0,2.0,82.0,2,166
777,Pattandur Agrahara,1025.0,2.0,44.5,2,188
778,other,1225.0,2.0,53.0,2,240
779,5th Phase JP Nagar,1256.0,2.0,62.8,2,5
780,Whitefield,2268.0,3.0,163.0,4,234
781,Kanakpura Road,1100.0,3.0,53.0,3,131
782,other,1141.0,2.0,62.0,2,240
783,Attibele,400.0,1.0,12.0,1,22
784,Chandapura,1400.0,2.0,60.0,2,58
785,other,1175.0,2.0,48.27,2,240
786,Sahakara Nagar,1100.0,2.0,56.0,2,199
787,Kanakpura Road,1843.0,3.0,95.84,3,131
788,Horamavu Banaswadi,1460.0,2.0,80.5,2,102
789,Rachenahalli,1530.0,2.0,74.5,3,192
790,HSR Layout,1467.0,2.0,55.0,2,92
791,other,950.0,1.0,40.0,1,240
792,Vittasandra,1246.0,2.0,64.5,2,233
793,Kanakapura,711.0,1.0,38.0,1,130
794,Haralur Road,1194.0,2.0,46.0,2,93
795,Babusapalaya,1358.0,2.0,43.4,3,26
796,Hoodi,1420.0,2.0,75.0,2,100
797,Kathriguppe,1250.0,2.0,68.75,3,136
798,Akshaya Nagar,1280.0,2.0,58.0,2,12
799,other,1209.0,2.0,50.0,2,240
800,other,4200.0,5.0,225.0,5,240
801,Panathur,1315.0,2.0,54.8,3,186
802,other,1800.0,3.0,90.0,3,240
803,other,1600.0,4.0,125.0,5,240
804,TC Palaya,1600.0,2.0,65.0,3,216
805,other,1563.0,3.0,52.0,3,240
806,Whitefield,1560.0,2.0,72.0,3,234
807,Brookefield,2169.0,4.0,115.0,3,54
808,Rachenahalli,1050.0,2.0,55.5,2,192
809,Iblur Village,3235.0,3.0,235.0,3,111
810,TC Palaya,1200.0,3.0,66.0,3,216
811,HSR Layout,1140.0,2.0,46.0,2,92
812,Horamavu Agara,1560.0,3.0,75.0,3,101
813,JP Nagar,1100.0,2.0,70.0,2,113
814,Kasavanhalli,1260.0,2.0,40.32,3,134
815,Hebbal,1036.0,2.0,50.0,2,95
816,Akshaya Nagar,1662.0,3.0,85.1,3,12
817,Yelachenahalli,1464.0,2.0,105.0,3,235
818,Yelahanka,1234.0,2.0,80.0,2,236
819,Sarjapur  Road,1403.0,3.0,55.0,3,203
820,Seegehalli,1150.0,2.0,42.9,3,207
821,Kanakapura,929.0,2.0,46.0,2,130
822,TC Palaya,1350.0,2.0,75.0,3,216
823,Vasanthapura,1135.0,2.0,39.73,2,228
824,other,1405.0,2.0,70.0,2,240
825,Whitefield,1200.0,2.0,45.84,2,234
826,Haralur Road,2805.0,4.0,154.0,4,93
827,Yeshwanthpur,1161.0,2.0,64.08,2,239
828,Kanakpura Road,1290.0,2.0,74.0,2,131
829,Yeshwanthpur,2557.0,3.0,141.0,3,239
830,other,1480.0,3.0,90.0,3,240
831,Old Madras Road,1350.0,3.0,54.54,3,183
832,Kadugodi,1580.0,2.0,65.0,3,121
833,Banashankari,1470.0,2.0,88.64,3,29
834,Sarjapur  Road,1346.0,2.0,61.92,2,203
835,other,1600.0,3.0,90.0,3,240
836,other,1200.0,2.0,35.0,2,240
837,Channasandra,1340.0,2.0,48.33,3,59
838,Jigani,918.0,2.0,48.0,2,117
839,other,1500.0,3.0,115.0,3,240
840,Yelahanka,1315.0,2.0,85.0,2,236
841,Uttarahalli,1390.0,2.0,62.55,3,225
842,Uttarahalli,1330.0,2.0,56.0,3,225
843,other,1824.0,3.0,125.0,3,240
844,7th Phase JP Nagar,1420.0,2.0,96.0,3,7
845,other,750.0,1.0,56.25,1,240
846,Jalahalli East,1260.0,2.0,60.0,3,116
847,Hennur Road,1561.0,3.0,95.0,3,99
848,other,1060.0,2.0,42.0,2,240
849,Haralur Road,1225.0,2.0,67.38,2,93
850,Thanisandra,2144.0,3.0,135.0,3,218
851,Electronic City,880.0,2.0,29.0,2,77
852,Hoodi,1639.0,3.0,110.0,3,100
853,Thanisandra,1240.0,2.0,62.0,3,218
854,Kanakpura Road,1500.0,2.0,69.0,2,131
855,Haralur Road,1243.0,2.0,46.0,2,93
856,Marathahalli,1575.0,3.0,78.0,3,165
857,Haralur Road,1027.0,2.0,44.0,2,93
858,Kambipura,1082.0,2.0,56.0,3,127
859,Konanakunte,1637.0,3.0,73.0,3,147
860,Kanakpura Road,1665.0,3.0,86.58,3,131
861,Electronic City,1265.0,2.0,56.93,2,77
862,Electronic City,1691.0,2.0,102.0,3,77
863,Thanisandra,1100.0,2.0,38.0,2,218
864,other,1500.0,3.0,62.0,3,240
865,Choodasandra,1115.0,2.0,50.0,2,63
866,Mysore Road,1070.0,2.0,45.0,2,171
867,Budigere,1162.0,2.0,57.0,2,55
868,other,1339.0,2.0,55.0,2,240
869,Mahadevpura,1192.0,2.0,75.0,2,160
870,Haralur Road,1920.0,3.0,115.0,3,93
871,Hennur,1255.0,2.0,52.32,2,98
872,other,1600.0,3.0,75.0,3,240
873,other,1225.0,2.0,55.11,2,240
874,Kasturi Nagar,1570.0,3.0,80.0,3,135
875,Thanisandra,1093.0,2.0,70.0,2,218
876,Basaveshwara Nagar,1865.0,3.0,145.0,3,39
877,Kaikondrahalli,1039.0,2.0,80.0,2,124
878,Vittasandra,1246.0,2.0,64.5,2,233
879,Whitefield,1985.0,3.0,75.0,3,234
880,Hosakerehalli,1590.0,3.0,49.0,3,105
881,Electronic City Phase II,775.0,2.0,38.0,2,78
882,other,1000.0,2.0,50.0,2,240
883,Bommasandra,1035.0,2.0,41.0,2,51
884,Dasarahalli,1520.0,2.0,75.0,3,67
885,Whitefield,1360.0,2.0,95.0,2,234
886,other,6000.0,5.0,400.0,4,240
887,Kodigehaali,1117.0,2.0,56.0,2,143
888,EPIP Zone,1330.0,2.0,92.5,2,76
889,Electronic City,1128.0,2.0,65.49,2,77
890,Neeladri Nagar,1053.0,2.0,45.0,2,179
891,Panathur,1198.0,2.0,77.0,2,186
892,Marathahalli,1152.0,2.0,56.0,2,165
893,Frazer Town,1625.0,2.0,75.0,2,80
894,Kundalahalli,1397.0,3.0,105.0,3,154
895,Kambipura,883.0,2.0,45.0,2,127
896,Kaggalipura,700.0,1.0,38.0,1,123
897,Yelahanka,1170.0,2.0,62.5,2,236
898,Kanakpura Road,1200.0,2.0,42.0,3,131
899,other,2400.0,3.0,170.0,3,240
900,other,1480.0,2.0,65.0,2,240
901,Akshaya Nagar,1897.0,3.0,120.0,3,12
902,Rachenahalli,996.0,2.0,67.0,2,192
903,Haralur Road,1875.0,3.0,110.0,3,93
904,other,1500.0,2.0,98.0,3,240
905,Yelahanka,2172.5,3.0,65.255,3,236
906,Yelahanka,697.0,1.0,45.0,1,236
907,Sarjapur  Road,710.0,1.0,27.0,1,203
908,other,910.0,2.0,30.5,2,240
909,Sompura,1025.0,2.0,48.0,3,212
910,Magadi Road,1442.0,2.0,46.5,2,159
911,Horamavu Agara,1453.0,2.0,46.48,3,101
912,Bellandur,1281.0,2.0,74.0,2,43
913,Cooke Town,565.0,1.0,35.0,1,64
914,Varthur,1024.0,2.0,42.0,2,226
915,Electronic City,1620.0,3.0,62.0,3,77
916,Whitefield,1254.0,2.0,40.0,2,234
917,Banashankari,1300.0,2.0,75.0,3,29
918,Doddakallasandra,1233.0,2.0,43.0,2,72
919,Hosur Road,1510.0,2.0,105.0,3,107
920,Kaggalipura,950.0,2.0,65.0,2,123
921,Battarahalli,1945.0,3.0,97.42,3,40
922,Uttarahalli,1008.0,2.0,45.0,2,225
923,Thanisandra,1265.0,2.0,79.0,3,218
924,Hebbal,1255.0,2.0,77.68,3,95
925,Yelenahalli,1200.0,2.0,46.17,2,238
926,Sarjapur  Road,1403.0,3.0,51.63,3,203
927,Kudlu Gate,1535.0,3.0,85.0,3,152
928,other,1500.0,3.0,100.0,3,240
929,Chamrajpet,1475.0,2.0,120.0,3,57
930,Uttarahalli,1390.0,2.0,60.47,3,225
931,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3,193
932,other,1133.0,2.0,55.0,2,240
933,other,2900.0,5.0,90.0,5,240
934,Kogilu,1170.0,2.0,51.99,2,146
935,Whitefield,1697.0,3.0,94.79,3,234
936,Thanisandra,1651.0,3.0,97.38,3,218
937,Hennur Road,1192.0,2.0,60.0,3,99
938,OMBR Layout,1078.0,2.0,65.0,2,181
939,Kasavanhalli,1349.0,2.0,78.0,2,134
940,7th Phase JP Nagar,1680.0,3.0,120.0,3,7
941,Rayasandra,1314.0,2.0,63.0,3,198
942,Garudachar Palya,1060.0,2.0,48.7,2,82
943,Kalyan nagar,820.0,2.0,39.0,2,126
944,Whitefield,5000.0,4.0,400.0,4,234
945,BEML Layout,2000.0,3.0,85.0,3,23
946,other,856.0,2.0,40.0,2,240
947,Rajaji Nagar,1621.0,4.0,130.0,3,194
948,ITPL,1200.0,3.0,68.4,3,110
949,Bannerghatta Road,1484.0,3.0,52.5,3,37
950,other,14000.0,3.0,800.0,4,240
951,Yelahanka New Town,500.0,1.0,20.0,1,237
952,other,485.0,1.0,15.0,1,240
953,7th Phase JP Nagar,1050.0,2.0,42.0,2,7
954,Uttarahalli,1617.0,3.0,66.68,3,225
955,other,1384.0,3.0,62.28,3,240
956,Devanahalli,1408.0,2.0,85.0,2,68
957,Uttarahalli,1150.0,2.0,49.0,2,225
958,Akshaya Nagar,1410.0,2.0,75.0,3,12
959,Kaggadasapura,2150.0,4.0,100.0,4,122
960,other,1508.0,3.0,70.25,3,240
961,Ramamurthy Nagar,1040.0,2.0,50.0,2,197
962,TC Palaya,1240.0,2.0,60.0,2,216
963,Kudlu Gate,1535.0,3.0,78.0,3,152
964,Lakshminarayana Pura,1180.0,2.0,75.0,2,157
965,Abbigere,2200.0,6.0,68.0,6,11
966,Bannerghatta Road,1400.0,2.0,78.0,2,37
967,Raja Rajeshwari Nagar,500.0,1.0,25.0,1,193
968,Sarjapur  Road,1984.0,4.0,146.0,3,203
969,Garudachar Palya,1960.0,3.0,160.0,3,82
970,Sarjapur  Road,1035.0,2.0,45.0,2,203
971,other,2150.0,4.0,80.0,4,240
972,Whitefield,1700.0,3.0,115.0,3,234
973,Hosakerehalli,3024.0,5.0,248.0,4,105
974,Tumkur Road,1586.0,3.0,100.0,3,223
975,Hennur,2264.0,2.0,155.0,3,98
976,Chikka Tirupathi,2325.0,4.0,120.0,4,60
977,Yelahanka,1120.0,2.0,55.0,2,236
978,Yelahanka,2382.0,2.0,67.98,3,236
979,Sarjapur  Road,1128.0,2.0,59.0,2,203
980,Jigani,924.0,2.0,65.0,2,117
981,other,1600.0,3.0,52.0,3,240
982,Pai Layout,1006.0,2.0,35.0,2,185
983,Amruthahalli,1200.0,2.0,55.0,2,15
984,other,1250.0,2.0,62.0,2,240
985,Kannamangala,957.0,2.0,56.0,2,132
986,Whitefield,1140.0,2.0,41.0,2,234
987,other,1050.0,2.0,67.0,2,240
988,Kasturi Nagar,1565.0,3.0,88.5,3,135
989,Whitefield,1190.0,2.0,57.0,2,234
990,Whitefield,2842.0,3.0,162.0,3,234
991,Kanakpura Road,1558.67,2.0,65.0,3,131
992,Electronics City Phase 1,630.0,1.0,39.0,1,79
993,Whitefield,1403.0,2.0,60.81,3,234
994,Kanakpura Road,1542.0,2.0,85.0,3,131
995,Haralur Road,2750.0,4.0,220.0,4,93
996,Iblur Village,3596.0,5.0,290.0,4,111
997,Kengeri Satellite Town,1635.0,2.0,78.0,3,140
998,Mysore Road,1239.0,2.0,53.0,2,171
999,Haralur Road,1194.0,2.0,47.0,2,93
1000,other,1596.0,3.0,105.0,3,240
1001,Channasandra,1009.0,2.0,38.34,2,59
1002,Hosa Road,1726.0,3.0,81.99,3,104
1003,Kudlu Gate,1535.0,3.0,86.0,3,152
1004,Banashankari Stage V,1300.0,2.0,58.5,3,32
1005,other,1800.0,3.0,80.0,3,240
1006,Binny Pete,665.0,1.0,50.75,1,48
1007,TC Palaya,1500.0,2.0,100.0,3,216
1008,other,925.0,2.0,48.0,2,240
1009,Old Airport Road,3356.0,4.0,251.0,4,182
1010,other,1395.0,2.0,63.59,2,240
1011,Sonnenahalli,1415.0,2.0,55.0,3,213
1012,Begur,1419.0,2.0,59.0,3,41
1013,Kasavanhalli,1121.0,2.0,78.0,2,134
1014,Kambipura,1082.0,2.0,45.0,3,127
1015,KR Puram,1100.0,2.0,47.0,2,119
1016,Hoodi,1606.0,3.0,89.55,3,100
1017,Billekahalli,1650.0,3.0,88.0,3,47
1018,Old Airport Road,1206.0,2.0,75.0,2,182
1019,Sarjapur  Road,1495.0,2.0,64.0,3,203
1020,Balagere,1210.0,2.0,72.0,2,28
1021,Nagarbhavi,1523.0,2.0,53.4,3,174
1022,Whitefield,1232.0,2.0,45.0,2,234
1023,Rachenahalli,680.0,1.0,44.0,1,192
1024,Hebbal,1355.0,3.0,83.87,3,95
1025,Thanisandra,1430.0,2.0,51.46,3,218
1026,Kothannur,1275.0,2.0,43.85,3,149
1027,Electronic City,1070.0,2.0,56.1,2,77
1028,other,1200.0,3.0,85.0,3,240
1029,Electronic City,2000.0,4.0,120.0,4,77
1030,Bommanahalli,1200.0,2.0,40.0,2,50
1031,Marathahalli,1610.0,3.0,90.0,3,165
1032,Haralur Road,1140.0,2.0,43.0,2,93
1033,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2,193
1034,Rachenahalli,1530.0,2.0,74.4,3,192
1035,7th Phase JP Nagar,980.0,2.0,69.0,2,7
1036,Whitefield,1485.0,3.0,65.0,3,234
1037,Whitefield,1280.0,2.0,75.0,2,234
1038,Thanisandra,1265.0,2.0,85.0,2,218
1039,other,1132.0,2.0,67.0,2,240
1040,other,1262.0,2.0,63.0,2,240
1041,JP Nagar,940.0,2.0,49.0,2,113
1042,other,1515.0,3.0,88.0,3,240
1043,Kothanur,1840.0,3.0,69.0,3,150
1044,Electronic City,890.0,2.0,45.0,2,77
1045,other,1655.0,3.0,86.06,3,240
1046,Hennur Road,2060.0,3.0,149.0,3,99
1047,Bommanahalli,1730.0,3.0,96.0,3,50
1048,Yelahanka,2195.0,4.0,127.0,3,236
1049,Kathriguppe,1650.0,3.0,125.0,3,136
1050,KR Puram,1200.0,2.0,71.0,2,119
1051,Hosa Road,1079.0,2.0,32.37,2,104
1052,Panathur,1085.0,2.0,36.0,2,186
1053,Yelahanka,1075.0,2.0,51.5,2,236
1054,other,1380.0,2.0,80.0,2,240
1055,other,1450.0,3.0,65.0,3,240
1056,Thubarahalli,1200.0,2.0,78.0,2,220
1057,Hoodi,1639.0,3.0,98.32,3,100
1058,other,1200.0,2.0,54.0,2,240
1059,Vijayanagar,1739.0,3.0,116.0,3,230
1060,Old Madras Road,935.0,2.0,32.72,2,183
1061,Thanisandra,510.0,1.0,25.25,1,218
1062,other,1178.0,2.0,47.0,2,240
1063,Chikkalasandra,1375.0,2.0,50.0,3,62
1064,Chandapura,1065.0,2.0,33.0,3,58
1065,2nd Phase Judicial Layout,1450.0,2.0,50.75,3,2
1066,BEML Layout,999.0,2.0,45.0,2,23
1067,Kothannur,1100.0,2.0,40.0,2,149
1068,Hoodi,2090.0,4.0,95.1,4,100
1069,Lingadheeranahalli,1519.0,3.0,93.0,3,158
1070,Dommasandra,1267.0,3.0,56.0,3,75
1071,Sanjay nagar,1150.0,2.0,72.2,2,200
1072,Marathahalli,1146.0,2.0,70.0,2,165
1073,Kannamangala,1550.0,3.0,65.0,3,132
1074,Electronics City Phase 1,785.0,1.0,55.0,1,79
1075,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3,193
1076,Bellandur,921.0,2.0,40.0,2,43
1077,Bannerghatta Road,2700.0,5.0,158.0,5,37
1078,Sarjapur  Road,1700.0,3.0,110.0,3,203
1079,Sarjapur,1020.0,2.0,35.0,2,202
1080,Billekahalli,1090.0,2.0,52.0,2,47
1081,Haralur Road,1027.0,2.0,44.0,2,93
